Número da Publicação,Assunto,Região,Estado,Total
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,761164.80
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,387763.20
GM 00844/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,143616.00
GM 00839/2021,UTI,NORTE,PA,1344000.00
GM 00839/2021,UTI,NORDESTE,AL,1056000.00
GM 00839/2021,UTI,NORDESTE,BA,3216000.00
GM 00839/2021,UTI,NORDESTE,CE,4368000.00
GM 00839/2021,UTI,NORDESTE,MA,720000.00
GM 00839/2021,UTI,NORDESTE,PB,1392000.00
GM 00839/2021,UTI,NORDESTE,PE,288000.00
GM 00839/2021,UTI,NORDESTE,PI,1104000.00
GM 00839/2021,UTI,NORDESTE,RN,1536000.00
GM 00839/2021,UTI,SUDESTE,ES,2832000.00
GM 00839/2021,UTI,SUDESTE,MG,2928000.00
GM 00839/2021,UTI,SUDESTE,RJ,1440000.00
GM 00839/2021,UTI,SUDESTE,SP,11328000.00
GM 00839/2021,UTI,SUL,PR,2736000.00
GM 00839/2021,UTI,SUL,RS,1152000.00
GM 00839/2021,UTI,SUL,SC,240000.00
GM 00839/2021,UTI,CENTRO-OESTE,MS,240000.00
GM 00839/2021,UTI,CENTRO-OESTE,MT,1584000.00
GM 00837/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,272870.40
GM 00836/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,57446.40
GM 00836/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,71808.00
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,AC,113365.95
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,AM,270165.71
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,AP,107389.07
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,PA,922875.72
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,RO,345680.65
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,RR,88665.94
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,TO,168916.44
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,AL,590124.48
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,BA,2475409.86
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,CE,1731239.14
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,MA,915720.11
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,PB,637233.55
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,PE,2043855.54
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,PI,810863.14
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,RN,694720.02
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,SE,334787.88
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,ES,693514.97
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,MG,4704986.59
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,RJ,2973458.65
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,SP,8330258.93
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUL,PR,1869439.18
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUL,RS,1784405.83
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUL,SC,1005698.14
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,DF,422502.73
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,GO,1474936.49
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,MS,570983.06
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,MT,643009.84
GM 00825/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,373401.60
GM 00825/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,517017.60
GM 00825/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,215424.00
GM 00816/2020,UTI,SUDESTE,SP,2044000.00
GM 00815/2020,UTI,SUDESTE,ES,9928000.00
GM 00812/2020,UTI,SUDESTE,SP,2920000.00
GM 00810/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,157977.60
GM 00809/2021,UTI,NORTE,PA,2160000.00
GM 00809/2021,UTI,NORDESTE,AL,720000.00
GM 00809/2021,UTI,NORDESTE,BA,1200000.00
GM 00809/2021,UTI,NORDESTE,CE,2112000.00
GM 00809/2021,UTI,NORDESTE,PE,4800000.00
GM 00809/2021,UTI,SUDESTE,ES,2304000.00
GM 00809/2021,UTI,SUDESTE,MG,1344000.00
GM 00809/2021,UTI,SUDESTE,RJ,4080000.00
GM 00809/2021,UTI,SUDESTE,SP,13968000.00
GM 00809/2021,UTI,SUL,PR,4080000.00
GM 00809/2021,UTI,SUL,RS,480000.00
GM 00809/2021,UTI,SUL,SC,960000.00
GM 00809/2021,UTI,CENTRO-OESTE,DF,1248000.00
GM 00809/2021,UTI,CENTRO-OESTE,GO,2400000.00
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO,86169.60
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,272870.40
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,603187.20
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,574464.00
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,28723.20
GM 00807/2021,UTI,SUDESTE,MG,-480000.00
GM 00803/2020,UTI,SUDESTE,RJ,4380000.00
GM 00797/2020,UTI,NORDESTE,BA,5840000.00
GM 00796/2020,UTI,SUL,RS,1460000.00
GM 00795/2020,UTI,SUDESTE,SP,8760000.00
GM 00794/2020,UTI,NORDESTE,PI,2920000.00
GM 00793/2020,UTI,NORDESTE,PI,1460000.00
GM 00792/2020,UTI,SUDESTE,MG,2920000.00
GM 00774/2020,PANDEMIA,NORTE,AC,17038977.61
GM 00774/2020,PANDEMIA,NORTE,AM,47952413.15
GM 00774/2020,PANDEMIA,NORTE,AP,10494750.60
GM 00774/2020,PANDEMIA,NORTE,PA,105853008.02
GM 00774/2020,PANDEMIA,NORTE,RO,33486454.78
GM 00774/2020,PANDEMIA,NORTE,RR,11399762.04
GM 00774/2020,PANDEMIA,NORTE,TO,34970559.81
GM 00774/2020,PANDEMIA,NORDESTE,AL,69756353.39
GM 00774/2020,PANDEMIA,NORDESTE,BA,260347851.33
GM 00774/2020,PANDEMIA,NORDESTE,CE,166289833.60
GM 00774/2020,PANDEMIA,NORDESTE,MA,94420155.85
GM 00774/2020,PANDEMIA,NORDESTE,PB,70083646.70
GM 00774/2020,PANDEMIA,NORDESTE,PE,186640816.30
GM 00774/2020,PANDEMIA,NORDESTE,PI,61639711.73
GM 00774/2020,PANDEMIA,NORDESTE,RN,58586535.06
GM 00774/2020,PANDEMIA,NORDESTE,SE,41721648.28
GM 00774/2020,PANDEMIA,SUDESTE,ES,69077289.03
GM 00774/2020,PANDEMIA,SUDESTE,MG,416760181.06
GM 00774/2020,PANDEMIA,SUDESTE,RJ,305995566.71
GM 00774/2020,PANDEMIA,SUDESTE,SP,774038184.25
GM 00774/2020,PANDEMIA,SUL,PR,231798151.41
GM 00774/2020,PANDEMIA,SUL,RS,241104398.26
GM 00774/2020,PANDEMIA,SUL,SC,133386196.68
GM 00774/2020,PANDEMIA,CENTRO-OESTE,DF,41669880.77
GM 00774/2020,PANDEMIA,CENTRO-OESTE,GO,118642233.50
GM 00774/2020,PANDEMIA,CENTRO-OESTE,MS,60222119.23
GM 00774/2020,PANDEMIA,CENTRO-OESTE,MT,56901078.92
GM 00769/2021,UTI,NORDESTE,PE,480000.00
GM 00769/2021,UTI,SUDESTE,MG,240000.00
GM 00769/2021,UTI,SUDESTE,SP,720000.00
GM 00769/2021,UTI,SUL,SC,960000.00
GM 00768/2021,UTI,SUDESTE,SP,-144000.00
GM 00766/2021,UTI,SUDESTE,MG,-624000.00
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,43084.80
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,287232.00
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,229785.60
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,114892.80
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,1436160.00
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,57446.40
GM 00749/2021,UTI,NORDESTE,AL,480000.00
GM 00749/2021,UTI,NORDESTE,RN,96000.00
GM 00749/2021,UTI,SUDESTE,MG,1968000.00
GM 00749/2021,UTI,SUDESTE,RJ,816000.00
GM 00749/2021,UTI,SUDESTE,SP,27984000.00
GM 00749/2021,UTI,SUL,SC,480000.00
GM 00749/2021,UTI,CENTRO-OESTE,MS,144000.00
GM 00747/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,14361.60
GM 00746/2021,UTI,SUDESTE,SP,-336000.00
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,933504.00
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES,157977.60
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,215424.00
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ,574464.00
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,976588.80
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,129254.40
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,43084.80
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,71808.00
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,114892.80
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,416486.40
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,445209.60
GM 00743/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,272870.40
GM 00742/2021,UTI,NORDESTE,MA,-480000.00
GM 00737/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,761164.80
GM 00737/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR,172339.20
GM 00737/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,86169.60
GM 00735/2021,UTI,NORTE,AM,1440000.00
GM 00735/2021,UTI,NORDESTE,BA,1920000.00
GM 00735/2021,UTI,NORDESTE,CE,3072000.00
GM 00735/2021,UTI,NORDESTE,PE,864000.00
GM 00735/2021,UTI,NORDESTE,RN,2112000.00
GM 00735/2021,UTI,SUDESTE,ES,576000.00
GM 00735/2021,UTI,SUDESTE,MG,1632000.00
GM 00735/2021,UTI,SUDESTE,RJ,1392000.00
GM 00735/2021,UTI,SUDESTE,SP,5088000.00
GM 00735/2021,UTI,SUL,PR,576000.00
GM 00735/2021,UTI,SUL,RS,720000.00
GM 00735/2021,UTI,SUL,SC,96000.00
GM 00735/2021,UTI,CENTRO-OESTE,MS,240000.00
GM 00698/2021,UTI,SUL,RS,-336000.00
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,28723.20
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA,2068070.40
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN,344678.40
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,172339.20
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,57446.40
GM 00686/2021,UTI,SUDESTE,SP,-480000.00
GM 00685/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 00685/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI,28723.20
GM 00685/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,186700.80
GM 00684/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,86169.60
GM 00684/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,129254.40
GM 00684/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,114892.80
GM 00683/2021,UTI,NORTE,AM,1440000.00
GM 00683/2021,UTI,NORTE,AP,912000.00
GM 00683/2021,UTI,NORTE,PA,15696000.00
GM 00683/2021,UTI,NORTE,RO,1056000.00
GM 00683/2021,UTI,NORDESTE,AL,1104000.00
GM 00683/2021,UTI,NORDESTE,BA,8448000.00
GM 00683/2021,UTI,NORDESTE,CE,1440000.00
GM 00683/2021,UTI,NORDESTE,MA,672000.00
GM 00683/2021,UTI,NORDESTE,PE,3600000.00
GM 00683/2021,UTI,NORDESTE,RN,1440000.00
GM 00683/2021,UTI,NORDESTE,SE,2160000.00
GM 00683/2021,UTI,SUDESTE,MG,7776000.00
GM 00683/2021,UTI,SUDESTE,SP,15984000.00
GM 00683/2021,UTI,SUL,PR,480000.00
GM 00683/2021,UTI,SUL,RS,384000.00
GM 00683/2021,UTI,SUL,SC,1536000.00
GM 00682/2021,UTI,SUDESTE,SP,-960000.00
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,71808.00
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,86169.60
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,402124.80
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,459571.20
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,28723.20
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,244147.20
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,100531.20
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,287232.00
GM 00660/2020,UTI,SUL,RS,2920000.00
GM 00658/2020,UTI,SUDESTE,RJ,1460000.00
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,143616.00
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,71808.00
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,574464.00
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,143616.00
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,574464.00
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,502656.00
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,172339.20
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,1220736.00
GM 00642/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,157977.60
GM 00641/2021,UTI,NORDESTE,CE,480000.00
GM 00641/2021,UTI,NORDESTE,MA,1584000.00
GM 00641/2021,UTI,NORDESTE,PE,1152000.00
GM 00641/2021,UTI,NORDESTE,PI,960000.00
GM 00641/2021,UTI,NORDESTE,RN,480000.00
GM 00641/2021,UTI,SUDESTE,MG,11856000.00
GM 00641/2021,UTI,SUDESTE,SP,1824000.00
GM 00641/2021,UTI,SUL,RS,1392000.00
GM 00641/2021,UTI,CENTRO-OESTE,MS,1152000.00
GM 00640/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,57446.40
GM 00640/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,57446.40
GM 00640/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,1393075.20
GM 00639/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,143616.00
GM 00638/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,933504.00
GM 00638/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,143616.00
GM 00638/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS,229785.60
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,57446.40
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB,229785.60
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,86169.60
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,100531.20
GM 00635/2021,UTI,NORDESTE,SE,960000.00
GM 00633/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,57446.40
GM 00624/2021,UTI,NORDESTE,AL,432000.00
GM 00624/2021,UTI,NORDESTE,CE,2400000.00
GM 00624/2021,UTI,NORDESTE,PI,2640000.00
GM 00624/2021,UTI,SUDESTE,ES,5952000.00
GM 00624/2021,UTI,SUDESTE,MG,2400000.00
GM 00624/2021,UTI,SUDESTE,RJ,5472000.00
GM 00624/2021,UTI,SUDESTE,SP,13584000.00
GM 00624/2021,UTI,SUL,PR,4080000.00
GM 00624/2021,UTI,SUL,RS,1440000.00
GM 00624/2021,UTI,SUL,SC,1440000.00
GM 00624/2021,UTI,CENTRO-OESTE,GO,720000.00
GM 00624/2021,UTI,CENTRO-OESTE,MS,1440000.00
GM 00624/2021,UTI,CENTRO-OESTE,MT,4032000.00
GM 00623/2021,UTI,NORDESTE,CE,480000.00
GM 00623/2021,UTI,NORDESTE,PB,1440000.00
GM 00623/2021,UTI,SUDESTE,ES,1968000.00
GM 00623/2021,UTI,SUDESTE,MG,2832000.00
GM 00623/2021,UTI,SUDESTE,RJ,2496000.00
GM 00623/2021,UTI,SUDESTE,SP,15792000.00
GM 00623/2021,UTI,SUL,PR,1056000.00
GM 00599/2021,UTI,SUDESTE,SP,-1152000.00
GM 00598/2021,UTI,SUDESTE,MG,-240000.00
GM 00598/2021,UTI,SUDESTE,SP,-1344000.00
GM 00598/2021,UTI,SUL,PR,-960000.00
GM 00598/2021,UTI,SUL,SC,-960000.00
GM 00568/2021,UTI,SUDESTE,MG,1440000.00
GM 00567/2021,UTI,NORDESTE,AL,480000.00
GM 00567/2021,UTI,NORDESTE,BA,480000.00
GM 00567/2021,UTI,NORDESTE,CE,480000.00
GM 00567/2021,UTI,NORDESTE,MA,864000.00
GM 00567/2021,UTI,NORDESTE,PE,7104000.00
GM 00567/2021,UTI,NORDESTE,SE,1152000.00
GM 00567/2021,UTI,SUDESTE,ES,1872000.00
GM 00567/2021,UTI,SUDESTE,MG,11040000.00
GM 00567/2021,UTI,SUDESTE,SP,6768000.00
GM 00567/2021,UTI,SUL,PR,1392000.00
GM 00567/2021,UTI,SUL,RS,3792000.00
GM 00567/2021,UTI,CENTRO-OESTE,GO,6384000.00
GM 00567/2021,UTI,CENTRO-OESTE,MS,4368000.00
GM 00567/2021,UTI,CENTRO-OESTE,MT,1152000.00
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM,990950.40
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA,545740.80
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA,215424.00
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI,43084.80
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE,1005312.00
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG,7654732.80
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ,2326579.20
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP,8358451.20
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS,1034035.20
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC,1421798.40
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF,1967539.20
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO,1349990.40
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT,373401.60
GM 00559/2021,UTI,NORTE,PA,336000.00
GM 00559/2021,UTI,NORTE,RR,1344000.00
GM 00559/2021,UTI,NORTE,TO,480000.00
GM 00559/2021,UTI,NORDESTE,AL,6768000.00
GM 00559/2021,UTI,NORDESTE,CE,480000.00
GM 00559/2021,UTI,NORDESTE,MA,1488000.00
GM 00559/2021,UTI,NORDESTE,PI,432000.00
GM 00559/2021,UTI,SUDESTE,MG,1728000.00
GM 00559/2021,UTI,SUDESTE,RJ,16848000.00
GM 00559/2021,UTI,SUDESTE,SP,288000.00
GM 00559/2021,UTI,SUL,PR,7728000.00
GM 00559/2021,UTI,SUL,RS,2592000.00
GM 00559/2021,UTI,CENTRO-OESTE,MS,240000.00
GM 00559/2021,UTI,CENTRO-OESTE,MT,3264000.00
GM 00558/2021,UTI,NORTE,AM,2160000.00
GM 00558/2021,UTI,NORDESTE,AL,480000.00
GM 00558/2021,UTI,NORDESTE,PE,11328000.00
GM 00558/2021,UTI,SUDESTE,MG,5280000.00
GM 00558/2021,UTI,SUDESTE,SP,288000.00
GM 00558/2021,UTI,SUL,PR,144000.00
GM 00558/2021,UTI,SUL,SC,288000.00
GM 00558/2021,UTI,CENTRO-OESTE,GO,10320000.00
GM 00558/2021,UTI,CENTRO-OESTE,MT,432000.00
GM 00518/2021,UTI,NORTE,AM,1440000.00
GM 00518/2021,UTI,NORDESTE,BA,480000.00
GM 00518/2021,UTI,NORDESTE,CE,480000.00
GM 00518/2021,UTI,NORDESTE,PE,720000.00
GM 00518/2021,UTI,NORDESTE,RN,240000.00
GM 00518/2021,UTI,SUDESTE,ES,240000.00
GM 00518/2021,UTI,SUDESTE,SP,2832000.00
GM 00518/2021,UTI,SUL,PR,8928000.00
GM 00518/2021,UTI,SUL,SC,8256000.00
GM 00518/2021,UTI,CENTRO-OESTE,DF,2400000.00
GM 00518/2021,UTI,CENTRO-OESTE,GO,1344000.00
GM 00518/2021,UTI,CENTRO-OESTE,MT,5520000.00
GM 00501/2021,UTI,NORTE,AC,480000.00
GM 00501/2021,UTI,NORTE,AP,3168000.00
GM 00501/2021,UTI,NORTE,RO,4944000.00
GM 00501/2021,UTI,NORTE,RR,2976000.00
GM 00501/2021,UTI,NORTE,TO,480000.00
GM 00501/2021,UTI,NORDESTE,AL,336000.00
GM 00501/2021,UTI,NORDESTE,CE,25296000.00
GM 00501/2021,UTI,NORDESTE,PB,1584000.00
GM 00501/2021,UTI,NORDESTE,RN,3984000.00
GM 00501/2021,UTI,NORDESTE,SE,1200000.00
GM 00501/2021,UTI,SUDESTE,ES,1056000.00
GM 00501/2021,UTI,SUDESTE,MG,13392000.00
GM 00501/2021,UTI,SUDESTE,RJ,960000.00
GM 00501/2021,UTI,SUL,PR,4944000.00
GM 00501/2021,UTI,SUL,SC,4992000.00
GM 00501/2021,UTI,CENTRO-OESTE,DF,1920000.00
GM 00501/2021,UTI,CENTRO-OESTE,MS,240000.00
GM 00499/2021,UTI,NORDESTE,BA,16992000.00
GM 00499/2021,UTI,NORDESTE,MA,13392000.00
GM 00499/2021,UTI,NORDESTE,PI,8592000.00
GM 00499/2021,UTI,SUDESTE,SP,480000.00
GM 00499/2021,UTI,SUL,RS,21984000.00
GM 00480/2020,PANDEMIA,NORTE,AC,2434334.96
GM 00480/2020,PANDEMIA,NORTE,AM,11913752.77
GM 00480/2020,PANDEMIA,NORTE,AP,2358393.28
GM 00480/2020,PANDEMIA,NORTE,PA,24336881.33
GM 00480/2020,PANDEMIA,NORTE,RO,5243949.38
GM 00480/2020,PANDEMIA,NORTE,RR,1535076.97
GM 00480/2020,PANDEMIA,NORTE,TO,4509821.76
GM 00480/2020,PANDEMIA,NORDESTE,AL,9700680.32
GM 00480/2020,PANDEMIA,NORDESTE,BA,44054683.77
GM 00480/2020,PANDEMIA,NORDESTE,CE,25998668.24
GM 00480/2020,PANDEMIA,NORDESTE,MA,20175480.46
GM 00480/2020,PANDEMIA,NORDESTE,PB,11605736.52
GM 00480/2020,PANDEMIA,NORDESTE,PE,27324502.84
GM 00480/2020,PANDEMIA,NORDESTE,PI,9198707.30
GM 00480/2020,PANDEMIA,NORDESTE,RN,10164228.77
GM 00480/2020,PANDEMIA,NORDESTE,SE,6640085.23
GM 00480/2020,PANDEMIA,SUDESTE,ES,11674369.71
GM 00480/2020,PANDEMIA,SUDESTE,MG,60799179.76
GM 00480/2020,PANDEMIA,SUDESTE,RJ,48061478.39
GM 00480/2020,PANDEMIA,SUDESTE,SP,130313219.50
GM 00480/2020,PANDEMIA,SUL,PR,32665541.83
GM 00480/2020,PANDEMIA,SUL,RS,32435799.93
GM 00480/2020,PANDEMIA,SUL,SC,20447421.35
GM 00480/2020,PANDEMIA,CENTRO-OESTE,DF,9007310.79
GM 00480/2020,PANDEMIA,CENTRO-OESTE,GO,19765484.23
GM 00480/2020,PANDEMIA,CENTRO-OESTE,MS,7896200.48
GM 00480/2020,PANDEMIA,CENTRO-OESTE,MT,9738821.57
GM 00478/2021,UTI,SUDESTE,SP,77184000.00
GM 00472/2021,UTI,CENTRO-OESTE,GO,3744000.00
GM 00431/2021,UTI,NORTE,AM,8832000.00
GM 00431/2021,UTI,NORTE,TO,1632000.00
GM 00431/2021,UTI,NORDESTE,AL,672000.00
GM 00431/2021,UTI,NORDESTE,BA,7584000.00
GM 00431/2021,UTI,NORDESTE,CE,13344000.00
GM 00431/2021,UTI,NORDESTE,MA,768000.00
GM 00431/2021,UTI,NORDESTE,PB,5952000.00
GM 00431/2021,UTI,NORDESTE,PE,25536000.00
GM 00431/2021,UTI,NORDESTE,PI,1920000.00
GM 00431/2021,UTI,NORDESTE,RN,1920000.00
GM 00431/2021,UTI,NORDESTE,SE,8064000.00
GM 00431/2021,UTI,SUDESTE,ES,22176000.00
GM 00431/2021,UTI,SUDESTE,MG,44256000.00
GM 00431/2021,UTI,SUDESTE,RJ,576000.00
GM 00431/2021,UTI,SUDESTE,SP,87744000.00
GM 00431/2021,UTI,SUL,PR,50208000.00
