Número_da_Publicação,Assunto,Região,Estado, Total 
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 660,633.60 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 1,034,035.20 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 229,785.60 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 201,062.40 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 976,588.50 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 1,464,883.20 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES," R$ 660,633.60 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 5,802,086.40 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ," R$ 574,464.00 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 8,372,812.80 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 359,040.00 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 1,924,454.40 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 359,040.00 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 3,633,484.80 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 186,700.80 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS," R$ 229,785.60 "
GM 01135/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 387,763.20 "
GM 01134/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO," R$ 215,424.00 "
GM 01134/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 86,169.60 "
GM 01133/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,TO," R$ 215,424.00 "
GM 01133/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 28,723.20 "
GM 01121/2020,UTI,CENTRO-OESTE,MS," R$ 1,440,000.00 "
GM 01120/2020,UTI,NORTE,TO," R$ 6,048,000.00 "
GM 01118/2020,UTI,NORTE,AP," R$ 3,168,000.00 "
GM 01117/2020,UTI,SUDESTE,RJ," R$ 2,736,000.00 "
GM 01116/2020,UTI,SUDESTE,RJ," R$ 3,312,000.00 "
GM 01111/2020,UTI,NORDESTE,CE," R$ 2,880,000.00 "
GM 01109/2020,UTI,NORTE,AM," R$ 1,440,000.00 "
GM 01109/2020,UTI,NORTE,AP," R$ 1,440,000.00 "
GM 01109/2020,UTI,NORTE,RO," R$ 1,440,000.00 "
GM 01109/2020,UTI,NORDESTE,MA," R$ 1,440,000.00 "
GM 01109/2020,UTI,NORDESTE,PE," R$ 1,440,000.00 "
GM 01109/2020,UTI,NORDESTE,SE," R$ 1,440,000.00 "
GM 01109/2020,UTI,SUDESTE,ES," R$ 2,880,000.00 "
GM 01109/2020,UTI,CENTRO-OESTE,DF," R$ 1,440,000.00 "
GM 01109/2020,UTI,CENTRO-OESTE,GO," R$ 2,880,000.00 "
GM 01109/2020,UTI,CENTRO-OESTE,MT," R$ 1,440,000.00 "
GM 01093/2020,UTI,SUDESTE,MG," R$ 720,000.00 "
GM 01092/2020,UTI,NORDESTE,RN," R$ 12,960,000.00 "
GM 01091/2020,UTI,NORDESTE,PE," R$ 1,440,000.00 "
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 301,593.60 "
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 229,785.60 "
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 172,339.20 "
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 129,254.40 "
GM 01090/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 43,084.80 "
GM 01089/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 301,593.60 "
GM 01089/2020,UTI,SUDESTE,SP," R$ 33,696,000.00 "
GM 01088/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 28,723.20 "
GM 01088/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 430,848.00 "
GM 01088/2020,UTI,NORDESTE,PB," R$ 11,088,000.00 "
GM 01087/2020,UTI,NORDESTE,PI," R$ 864,000.00 "
GM 01086/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 43,084.80 "
GM 01086/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 71,808.00 "
GM 01086/2020,UTI,NORDESTE,PI," R$ 3,600,000.00 "
GM 01085/2020,UTI,NORDESTE,PB," R$ 720,000.00 "
GM 01063/2021,UTI,SUDESTE,MG,"-R$ 384,000.00 "
GM 01059/2021,UTI,NORTE,AC," R$ 2,400,000.00 "
GM 01059/2021,UTI,NORTE,AM," R$ 13,296,000.00 "
GM 01059/2021,UTI,NORTE,AP," R$ 4,080,000.00 "
GM 01059/2021,UTI,NORTE,PA," R$ 19,776,000.00 "
GM 01059/2021,UTI,NORTE,RO," R$ 8,208,000.00 "
GM 01059/2021,UTI,NORTE,RR," R$ 4,320,000.00 "
GM 01059/2021,UTI,NORTE,TO," R$ 1,776,000.00 "
GM 01059/2021,UTI,NORDESTE,AL," R$ 18,048,000.00 "
GM 01059/2021,UTI,NORDESTE,BA," R$ 55,632,000.00 "
GM 01059/2021,UTI,NORDESTE,CE," R$ 50,688,000.00 "
GM 01059/2021,UTI,NORDESTE,MA," R$ 21,648,000.00 "
GM 01059/2021,UTI,NORDESTE,PB," R$ 12,432,000.00 "
GM 01059/2021,UTI,NORDESTE,PE," R$ 52,320,000.00 "
GM 01059/2021,UTI,NORDESTE,PI," R$ 15,888,000.00 "
GM 01059/2021,UTI,NORDESTE,RN," R$ 16,848,000.00 "
GM 01059/2021,UTI,NORDESTE,SE," R$ 9,312,000.00 "
GM 01059/2021,UTI,SUDESTE,ES," R$ 38,832,000.00 "
GM 01059/2021,UTI,SUDESTE,MG," R$ 108,384,000.00 "
GM 01059/2021,UTI,SUDESTE,RJ," R$ 41,904,000.00 "
GM 01059/2021,UTI,SUDESTE,SP," R$ 274,752,000.00 "
GM 01059/2021,UTI,SUL,PR," R$ 69,600,000.00 "
GM 01059/2021,UTI,SUL,RS," R$ 77,232,000.00 "
GM 01059/2021,UTI,SUL,SC," R$ 41,040,000.00 "
GM 01059/2021,UTI,CENTRO-OESTE,DF," R$ 8,880,000.00 "
GM 01059/2021,UTI,CENTRO-OESTE,GO," R$ 41,808,000.00 "
GM 01059/2021,UTI,CENTRO-OESTE,MS," R$ 14,784,000.00 "
GM 01059/2021,UTI,CENTRO-OESTE,MT," R$ 24,432,000.00 "
GM 01056/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 43,084.80 "
GM 01046/2020,UTI,NORTE,AM," R$ 25,776,000.00 "
GM 01045/2020,UTI,SUL,SC," R$ 25,200,000.00 "
GM 01042/2020,UTI,NORDESTE,AL," R$ 3,888,000.00 "
GM 01038/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 430,848.00 "
GM 01038/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 215,424.00 "
GM 01033/2021,UTI,NORTE,PA," R$ 86,169.60 "
GM 01033/2021,UTI,NORDESTE,BA," R$ 344,678.40 "
GM 01033/2021,UTI,NORDESTE,CE," R$ 172,339.20 "
GM 01033/2021,UTI,NORDESTE,MA," R$ 445,209.60 "
GM 01033/2021,UTI,NORDESTE,PE," R$ 157,977.60 "
GM 01033/2021,UTI,SUDESTE,MG," R$ 990,950.40 "
GM 01033/2021,UTI,SUDESTE,RJ," R$ 186,700.80 "
GM 01033/2021,UTI,SUDESTE,SP," R$ 473,932.80 "
GM 01033/2021,UTI,SUL,SC," R$ 86,169.60 "
GM 01033/2021,UTI,CENTRO-OESTE,MT," R$ 86,169.60 "
GM 01028/2021,UTI,NORTE,PA," R$ 96,000.00 "
GM 01028/2021,UTI,NORTE,RO," R$ 864,000.00 "
GM 01028/2021,UTI,NORDESTE,BA," R$ 8,400,000.00 "
GM 01028/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 01028/2021,UTI,NORDESTE,PE," R$ 1,728,000.00 "
GM 01028/2021,UTI,NORDESTE,PI," R$ 480,000.00 "
GM 01028/2021,UTI,NORDESTE,SE," R$ 240,000.00 "
GM 01028/2021,UTI,SUDESTE,MG," R$ 3,792,000.00 "
GM 01028/2021,UTI,SUDESTE,RJ," R$ 720,000.00 "
GM 01028/2021,UTI,SUDESTE,SP," R$ 2,256,000.00 "
GM 01028/2021,UTI,SUL,RS," R$ 720,000.00 "
GM 01028/2021,UTI,SUL,SC," R$ 480,000.00 "
GM 01028/2021,UTI,CENTRO-OESTE,MT," R$ 3,168,000.00 "
GM 01026/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 57,446.40 "
GM 01025/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 143,616.00 "
GM 01024/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 57,446.40 "
GM 01023/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 201,062.40 "
GM 01023/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 43,084.80 "
GM 01023/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 71,808.00 "
GM 01014/2020,UTI,CENTRO-OESTE,GO," R$ 20,016,000.00 "
GM 01013/2020,UTI,NORDESTE,AL," R$ 16,128,000.00 "
GM 01011/2021,UTI,NORTE,RO," R$ 288,000.00 "
GM 01011/2021,UTI,NORDESTE,CE," R$ 720,000.00 "
GM 01011/2021,UTI,NORDESTE,MA," R$ 1,008,000.00 "
GM 01011/2021,UTI,NORDESTE,PB," R$ 3,936,000.00 "
GM 01011/2021,UTI,NORDESTE,PE," R$ 1,584,000.00 "
GM 01011/2021,UTI,SUDESTE,ES," R$ 2,448,000.00 "
GM 01011/2021,UTI,SUDESTE,MG," R$ 480,000.00 "
GM 01011/2021,UTI,SUDESTE,RJ," R$ 1,728,000.00 "
GM 01011/2021,UTI,SUDESTE,SP," R$ 7,488,000.00 "
GM 01011/2021,UTI,SUL,PR," R$ 3,648,000.00 "
GM 01011/2021,UTI,SUL,RS," R$ 288,000.00 "
GM 01011/2021,UTI,SUL,SC," R$ 6,816,000.00 "
GM 01011/2021,UTI,CENTRO-OESTE,GO," R$ 1,440,000.00 "
GM 01011/2020,UTI,NORDESTE,PE," R$ 35,424,000.00 "
GM 00991/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 43,084.80 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 272,870.40 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 186,700.80 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 373,401.60 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 143,616.00 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 43,084.80 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 818,611.20 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 488,294.40 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 86,169.60 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 129,254.40 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 143,616.00 "
GM 00990/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 143,616.00 "
GM 00988/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO," R$ 71,808.00 "
GM 00988/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 100,531.20 "
GM 00947/2021,UTI,NORTE,AM," R$ 480,000.00 "
GM 00947/2021,UTI,NORDESTE,PB," R$ 1,536,000.00 "
GM 00947/2021,UTI,NORDESTE,PE," R$ 1,920,000.00 "
GM 00947/2021,UTI,SUDESTE,ES," R$ 1,920,000.00 "
GM 00947/2021,UTI,SUDESTE,MG," R$ 3,312,000.00 "
GM 00947/2021,UTI,SUDESTE,RJ," R$ 19,152,000.00 "
GM 00947/2021,UTI,SUDESTE,SP," R$ 3,168,000.00 "
GM 00947/2021,UTI,SUL,PR," R$ 576,000.00 "
GM 00947/2021,UTI,SUL,RS," R$ 240,000.00 "
GM 00947/2021,UTI,SUL,SC," R$ 5,904,000.00 "
GM 00947/2021,UTI,CENTRO-OESTE,DF," R$ 2,544,000.00 "
GM 00947/2021,UTI,CENTRO-OESTE,MT," R$ 1,200,000.00 "
GM 00946/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO," R$ 129,254.40 "
GM 00946/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 114,892.80 "
GM 00946/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 732,441.60 "
GM 00944/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PE," R$ 28,723.20 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 129,254.40 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 114,892.80 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 473,932.80 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES," R$ 215,424.00 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 258,508.80 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 962,227.20 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 43,084.80 "
GM 00936/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 301,593.60 "
GM 00928/2020,UTI,NORTE,AC," R$ 1,440,000.00 "
GM 00927/2020,UTI,CENTRO-OESTE,MS," R$ 2,592,000.00 "
GM 00926/2020,UTI,NORTE,PA," R$ 4,608,000.00 "
GM 00925/2020,UTI,CENTRO-OESTE,MS," R$ 720,000.00 "
GM 00924/2020,UTI,CENTRO-OESTE,MS," R$ 2,160,000.00 "
GM 00918/2021,UTI,SUDESTE,MG,"-R$ 480,000.00 "
GM 00916/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 14,361.60 "
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 315,955.20 "
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 28,723.20 "
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 588,825.60 "
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 287,232.00 "
GM 00915/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 71,808.00 "
GM 00903/2020,UTI,NORDESTE,CE," R$ 25,920,000.00 "
GM 00902/2020,UTI,SUDESTE,MG," R$ 4,380,000.00 "
GM 00901/2020,UTI,SUL,SC," R$ 7,592,000.00 "
GM 00900/2020,UTI,NORDESTE,PI," R$ 1,460,000.00 "
GM 00899/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 43,084.80 "
GM 00899/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 00899/2020,UTI,NORDESTE,SE," R$ 6,424,000.00 "
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 114,892.80 "
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 732,441.60 "
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 502,656.00 "
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 143,616.00 "
GM 00898/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 258,508.80 "
GM 00898/2020,UTI,SUDESTE,SP," R$ 93,600,000.00 "
GM 00897/2021,UTI,NORTE,AC," R$ 2,400,000.00 "
GM 00897/2021,UTI,NORTE,AM," R$ 10,416,000.00 "
GM 00897/2021,UTI,NORTE,AP," R$ 3,168,000.00 "
GM 00897/2021,UTI,NORTE,PA," R$ 576,000.00 "
GM 00897/2021,UTI,NORTE,RO," R$ 6,912,000.00 "
GM 00897/2021,UTI,NORTE,RR," R$ 4,320,000.00 "
GM 00897/2021,UTI,NORTE,TO," R$ 1,776,000.00 "
GM 00897/2021,UTI,NORDESTE,AL," R$ 14,400,000.00 "
GM 00897/2021,UTI,NORDESTE,BA," R$ 39,552,000.00 "
GM 00897/2021,UTI,NORDESTE,CE," R$ 39,456,000.00 "
GM 00897/2021,UTI,NORDESTE,MA," R$ 20,880,000.00 "
GM 00897/2021,UTI,NORDESTE,PB," R$ 10,848,000.00 "
GM 00897/2021,UTI,NORDESTE,PE," R$ 34,752,000.00 "
GM 00897/2021,UTI,NORDESTE,PI," R$ 14,784,000.00 "
GM 00897/2021,UTI,NORDESTE,RN," R$ 11,664,000.00 "
GM 00897/2021,UTI,NORDESTE,SE," R$ 7,152,000.00 "
GM 00897/2021,UTI,SUDESTE,ES," R$ 32,928,000.00 "
GM 00897/2021,UTI,SUDESTE,MG," R$ 94,320,000.00 "
GM 00897/2021,UTI,SUDESTE,RJ," R$ 32,016,000.00 "
GM 00897/2021,UTI,SUDESTE,SP," R$ 197,472,000.00 "
GM 00897/2021,UTI,SUL,PR," R$ 61,728,000.00 "
GM 00897/2021,UTI,SUL,RS," R$ 74,016,000.00 "
GM 00897/2021,UTI,SUL,SC," R$ 35,328,000.00 "
GM 00897/2021,UTI,CENTRO-OESTE,DF," R$ 7,632,000.00 "
GM 00897/2021,UTI,CENTRO-OESTE,GO," R$ 39,744,000.00 "
GM 00897/2021,UTI,CENTRO-OESTE,MS," R$ 14,160,000.00 "
GM 00897/2021,UTI,CENTRO-OESTE,MT," R$ 22,368,000.00 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 287,232.00 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 660,633.60 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 129,254.40 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 172,339.20 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES," R$ 143,616.00 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 603,187.20 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 71,808.00 "
GM 00896/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 143,616.00 "
GM 00896/2020,UTI,CENTRO-OESTE,MS," R$ 720,000.00 "
GM 00895/2021,UTI,SUDESTE,SP,"-R$ 144,000.00 "
GM 00895/2020,UTI,CENTRO-OESTE,MS," R$ 1,022,000.00 "
GM 00894/2020,UTI,NORDESTE,MA," R$ 14,600,000.00 "
GM 00893/2020,UTI,NORTE,PA," R$ 2,920,000.00 "
GM 00893/2020,UTI,NORDESTE,PE," R$ 1,460,000.00 "
GM 00893/2020,UTI,NORDESTE,RN," R$ 1,460,000.00 "
GM 00893/2020,UTI,SUL,PR," R$ 4,380,000.00 "
GM 00893/2020,UTI,SUL,SC," R$ 2,920,000.00 "
GM 00893/2020,UTI,CENTRO-OESTE,MS," R$ 1,460,000.00 "
GM 00865/2020,UTI,NORDESTE,BA," R$ 7,300,000.00 "
GM 00861/2020,UTI,NORTE,RO," R$ 7,446,000.00 "
GM 00859/2020,PANDEMIA,NORTE,RO," R$ 167,753.23 "
GM 00858/2020,UTI,CENTRO-OESTE,DF," R$ 11,680,000.00 "
GM 00853/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 14,361.60 "
GM 00851/2021,UTI,NORTE,RO," R$ 240,000.00 "
GM 00851/2021,UTI,NORDESTE,AL," R$ 288,000.00 "
GM 00851/2021,UTI,NORDESTE,BA," R$ 1,296,000.00 "
GM 00851/2021,UTI,NORDESTE,CE," R$ 240,000.00 "
GM 00851/2021,UTI,NORDESTE,MA," R$ 768,000.00 "
GM 00851/2021,UTI,NORDESTE,PB," R$ 192,000.00 "
GM 00851/2021,UTI,NORDESTE,PE," R$ 7,536,000.00 "
GM 00851/2021,UTI,SUDESTE,ES," R$ 192,000.00 "
GM 00851/2021,UTI,SUDESTE,RJ," R$ 2,160,000.00 "
GM 00851/2021,UTI,SUDESTE,SP," R$ 4,176,000.00 "
GM 00851/2021,UTI,SUL,RS," R$ 672,000.00 "
GM 00851/2021,UTI,SUL,SC," R$ 480,000.00 "
GM 00851/2021,UTI,CENTRO-OESTE,MT," R$ 480,000.00 "
GM 00848/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,CE," R$ 445,209.60 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 373,401.60 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 86,169.60 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES," R$ 143,616.00 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 746,803.20 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 129,254.40 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 761,164.80 "
GM 00845/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 387,763.20 "
GM 00844/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 143,616.00 "
GM 00839/2021,UTI,NORTE,PA," R$ 1,344,000.00 "
GM 00839/2021,UTI,NORDESTE,AL," R$ 1,056,000.00 "
GM 00839/2021,UTI,NORDESTE,BA," R$ 3,216,000.00 "
GM 00839/2021,UTI,NORDESTE,CE," R$ 4,368,000.00 "
GM 00839/2021,UTI,NORDESTE,MA," R$ 720,000.00 "
GM 00839/2021,UTI,NORDESTE,PB," R$ 1,392,000.00 "
GM 00839/2021,UTI,NORDESTE,PE," R$ 288,000.00 "
GM 00839/2021,UTI,NORDESTE,PI," R$ 1,104,000.00 "
GM 00839/2021,UTI,NORDESTE,RN," R$ 1,536,000.00 "
GM 00839/2021,UTI,SUDESTE,ES," R$ 2,832,000.00 "
GM 00839/2021,UTI,SUDESTE,MG," R$ 2,928,000.00 "
GM 00839/2021,UTI,SUDESTE,RJ," R$ 1,440,000.00 "
GM 00839/2021,UTI,SUDESTE,SP," R$ 11,328,000.00 "
GM 00839/2021,UTI,SUL,PR," R$ 2,736,000.00 "
GM 00839/2021,UTI,SUL,RS," R$ 1,152,000.00 "
GM 00839/2021,UTI,SUL,SC," R$ 240,000.00 "
GM 00839/2021,UTI,CENTRO-OESTE,MS," R$ 240,000.00 "
GM 00839/2021,UTI,CENTRO-OESTE,MT," R$ 1,584,000.00 "
GM 00837/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 272,870.40 "
GM 00836/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 57,446.40 "
GM 00836/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 71,808.00 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,AC," R$ 113,365.95 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,AM," R$ 270,165.71 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,AP," R$ 107,389.07 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,PA," R$ 922,875.72 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,RO," R$ 345,680.65 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,RR," R$ 88,665.94 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORTE,TO," R$ 168,916.44 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,AL," R$ 590,124.48 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,BA," R$ 2,475,409.86 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,CE," R$ 1,731,239.14 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,MA," R$ 915,720.11 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,PB," R$ 637,233.55 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,PE," R$ 2,043,855.54 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,PI," R$ 810,863.14 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,RN," R$ 694,720.02 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,NORDESTE,SE," R$ 334,787.88 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,ES," R$ 693,514.97 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,MG," R$ 4,704,986.59 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,RJ," R$ 2,973,458.65 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUDESTE,SP," R$ 8,330,258.93 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUL,PR," R$ 1,869,439.18 "
